feature_0;feature_1;feature_2;feature_3;feature_4;feature_5;feature_6;feature_7;feature_8;feature_9;feature_10;feature_11;feature_12;feature_13;feature_14;feature_15;feature_16;feature_17;feature_18;feature_19;label
3;1.9810771715959696;1.201986650817305;-0.9265044630969205;0.5011631591042955;0.23150632040128916;c;-0.7974986514910919;-1.21493404457924;0.5139946465059606;0.8659500806795908;y;-0.27867626006280655;-1.613318407639335;1.445676873661261;2.260447190560821;0.9623924205649882;0.7058492071349368;-1.21493404457924;-0.9265044630969205;3
3;-1.1346966079053895;0.9078645271187159;2.4731668048505346;-0.5244971791969181;-0.9918437103744064;c;-0.6181187031710109;-1.4926053414822915;0.6783111685100682;0.18746339253843858;y;-1.9493173507566608;0.9064576194662215;1.1690245991250032;-0.8357201940179161;0.01861149241863806;-0.19670986895587125;-1.4926053414822915;2.4731668048505346;1
3;-1.2034185772485342;-0.6009191887135841;1.0318674201822544;0.9991445699515809;0.452340682500621;c;1.2410400571588491;-0.8199034596006415;-0.628885242586451;-1.7405241639995084;y;-2.1585352166576603;1.4220139097754756;0.594153698722738;-0.8915717060858516;-0.42843194810198915;-0.0974415343039856;-0.8199034596006415;1.0318674201822544;3
2;NaN;0.4662503382095383;0.033493094982758743;1.2519299127503987;NaN;d;-0.8917883021084808;-1.277851538057073;-0.11152126853602053;-0.7029484333030808;y;-1.3568940338448419;0.2612185351957439;1.4942797280634827;-0.4041058677024957;0.21207084018994143;-0.17047568703201843;-1.277851538057073;0.033493094982758743;0
2;-0.15694493262529785;-1.068726109545863;1.3142962568889218;-0.9855044246518703;1.1070710845912413;c;1.2363426620332891;-0.12870112085486507;1.2679300321884694;-0.3372509106561661;y;-2.545669847118587;-0.9648798565592484;2.476133749516582;0.1374323145869423;0.11808019245197586;-0.3551304450843286;-0.12870112085486507;1.3142962568889218;1
3;-0.2138636285564014;2.562656502963999;0.4396567965190777;-0.715367990433524;-0.549739071886086;c;0.03600977195977226;-1.7157132942255533;0.6756268856921223;0.8155697927194995;n;3.239438701911147;3.3092986199148955;0.908041731217381;-0.2006467345463089;0.6595528624920127;1.4971529414985556;-1.7157132942255533;0.4396567965190777;1
2;2.527792207868553;0.07269853104768163;-2.7864712671242287;-1.1275336132261407;-0.2997850340937111;c;0.7520791822000386;1.4016326058971271;-2.1199977688836666;1.6421621353462268;n;3.5741319137228693;-1.993458229157765;-1.8160727971726751;-0.7716505792970731;-1.3758014942514758;2.389321307421585;1.4016326058971271;-2.7864712671242287;0
3;-2.2286967992978273;0.795454800570707;2.8313254130625825;-1.9140407292771462;0.3466570448375452;e;-1.104582910832262;-0.6942719195459512;-0.928751197634191;0.27106237957578805;n;0.5571745490135969;3.055802573544997;0.5149561770651934;-0.7953548009318354;0.7773297229114988;-0.3016764334742698;-0.6942719195459512;2.8313254130625825;1
1;0.37214705875297915;0.6415548727697313;0.5266125162135286;-0.8275034786636707;-0.029361352109052507;d;0.5893421943168232;0.00304206817784225;-0.6097319935317617;1.3680464627606028;y;-0.10392670948396943;-1.2712290104750836;-0.10437218767703925;1.673340612804759;-0.6434996639984647;-0.40139540326904216;0.00304206817784225;0.5266125162135286;1
2;-1.3024592495183724;-0.7988422828027905;0.9368763296742508;-0.24934616382164365;1.8137966441586157;c;-1.332305824185068;0.8479705754084407;-0.7956287151615902;-0.2685336955166131;y;-0.706879423074454;0.1763211871434287;0.21941939490039078;-0.7741736697773499;1.0023760835919664;0.8773962407273062;0.8479705754084407;0.9368763296742508;0
3;0.09078485932569713;NaN;0.2941657372053672;0.5187463110403137;-1.6194762943283445;d;-0.5533074657550722;-1.1274851570806865;0.41962342625240384;0.7480770728111009;y;0.4258061293461647;0.4663311863440653;0.16728607080349436;0.10948328718030625;-0.0070670663050762805;0.37936899062916035;-1.1274851570806865;0.2941657372053672;0
2;0.059857260327180306;-0.7451302276020234;0.0959600389774671;0.4084359918571149;2.3282378823554137;c;0.15874730930901734;-0.854374493930097;-0.64886585594749;-1.5580841029850032;y;-1.4126550047032571;0.8652578850316082;1.5941483437491533;-0.3306954914141376;0.09246835449081121;0.03680702857786412;-0.854374493930097;0.0959600389774671;2
1;-0.7889793008197299;0.8393727016048337;2.4324930732177656;0.8734499166088442;-0.5396998422832568;c;-0.20703853111016327;-2.775145855611653;-0.770494412789647;-1.014943606563969;y;-4.044630497147609;0.9456828228654035;-0.9573571458730119;-0.1374730183843339;-0.5973820396680379;-0.6586425589736892;-2.775145855611653;2.4324930732177656;3
2;1.1526757460746735;0.33509150569401763;1.1850491526335771;-2.588894511325353;-0.0696824210453339;c;0.3091533201351837;-1.6112843005173105;-0.4817250318412418;0.44944775406466136;y;-0.531180355289572;0.26384526055344926;1.1903949495884873;0.11693597095299688;-1.4607955886596034;-0.2870900011772739;-1.6112843005173105;1.1850491526335771;0
2;-1.4784361173706104;-4.357289572126535;0.18579394418588957;-1.6058016361458596;1.2783510264355524;c;-0.9676331565229883;2.4292852804444456;0.6348141875718626;-2.8287953345313266;n;-0.807389322978181;1.210609984126882;-0.3395350094514026;0.1180105188486172;-0.11158419096969836;-0.65337299928425;2.4292852804444456;0.18579394418588957;2
2;-2.3627536085005616;2.493039825978004;1.2617261415691354;2.1824612924937603;-1.7815257676240477;d;0.5390052874398599;-0.546602937566014;1.1684641420681647;0.8384449721563969;y;0.6913753784777269;1.7860377546465165;-0.04682794429168725;0.16969392734238056;-0.6304615306116547;-0.3476604361124804;-0.546602937566014;1.2617261415691354;0
2;-1.6603338236914817;-1.36830805276549;0.229141249967398;-0.3178501248193194;0.20030817887527336;e;1.514088836689514;2.0912545647429117;-0.6597943879235502;-0.32511809522280777;n;0.7650925674835918;0.4566436956704066;-2.5257542556821027;-0.726990474287284;0.2718053354005436;0.8811695625050971;2.0912545647429117;0.229141249967398;2
2;-0.8956729915292656;0.797511132028462;1.1430224121376247;-0.10555468968561854;-0.8696966766360654;f;1.1025730921853156;-0.07119794648544753;0.4694927038836539;0.8268246413711933;y;-0.23400631451501863;0.041107485374984244;-0.9516220856315208;-1.635894050843684;1.3251961870872886;0.09369014921135639;-0.07119794648544753;1.1430224121376247;3
2;1.713255253387988;0.023786357459507322;-2.849790924797898;1.3658605998389657;0.7550271204419841;d;-0.560046664731092;0.6561895190397993;0.07343920809284522;0.0387393994551688;y;1.8900411952495548;-1.0858175824905394;1.2349723186988606;0.8368222138123487;-0.24319092917169446;0.05856601923115286;0.6561895190397993;-2.849790924797898;2
2;-0.5718019370294207;0.31482167794049365;1.5360075199398293;0.1321940482048809;0.2802245434653946;d;0.12784983373864833;-1.1698966779973377;-2.0369034030246107;-0.28083484286018057;y;-2.22871904106236;0.19116268271601752;-1.8152077463322729;-0.00036613751063662516;-0.30802356327672575;-1.5574569309765367;-1.1698966779973377;1.5360075199398293;3
3;-1.7119623886653936;0.44535435267028617;1.9536679597969668;-2.511781290765019;1.213822164718419;d;-0.26589493231814393;0.0205833505586539;0.3340594918488616;0.47229977666330425;n;2.026564589103624;2.9596815795317117;-1.0036940726705679;-0.4756508414049232;-1.517780542531137;1.221370849838309;0.0205833505586539;1.9536679597969668;1
2;-2.046714929264673;-2.191757464517502;0.5738495006733675;-0.2440178383217224;0.2708048320798325;b;0.15835564097132857;1.5917958265618357;0.27717060783080055;-1.7672789383616667;n;-0.2107856838777269;1.6703921554990193;1.318093252885171;0.6377583422024943;0.4712204819694817;-0.961915651879397;1.5917958265618357;0.5738495006733675;2
3;-1.4377045951974572;-0.010780326000411428;0.4132182864159315;0.607325127963584;0.4675628204606539;c;-0.9480943156554986;-1.6824268912549896;-0.719231722029402;-2.790235151818398;n;0.9787138063582065;5.33928481962848;-0.5102411699034883;-1.1612047879030114;-0.2575033527664406;-1.0905908706111882;-1.6824268912549896;0.4132182864159315;2
2;0.8977534697587798;-1.1124426226912434;-0.8293289196325965;-2.1388131694392216;-0.11072364767172571;d;-0.2741932108827457;0.5840363867325544;1.3654866008025384;-0.3526043927548086;n;2.0317814114061643;0.8378898359938473;0.22532314984091473;NaN;0.2619934973512854;0.46241999947200885;0.5840363867325544;-0.8293289196325965;0
3;-0.15331218705451988;1.8654462493343584;0.1844168934742521;2.0878437647376673;-0.7398500711795105;c;-1.3114899940247557;-1.1915707186825353;1.6219124106536715;0.5799403673017212;y;-0.7911344444106838;-0.29445515960088636;0.52517027814913;1.408120115707686;0.07808423332432463;-1.919943626277286;-1.1915707186825353;0.1844168934742521;2
2;-0.435126397584102;-0.26195161626113306;-0.634061045026243;0.6714394531183725;1.5172781808583131;c;-0.4901463719064059;0.219299171870587;-0.9490990301715703;-0.8825370973432882;n;0.9940038555759414;1.3810429871258993;-0.1368441299964404;0.14122391418760974;-0.8409754762291458;0.2521487508319718;0.219299171870587;-0.634061045026243;1
2;0.10544335468264354;2.0191741088138095;1.921526068628849;0.8973485318404857;-0.842294798055524;c;0.7097858479900266;-2.608292565338023;0.07002590471039379;0.7291791728797954;y;-3.212739489864793;-0.7675290087229507;-0.07021752232842622;-0.3509195597082385;0.6193486961978828;0.5564971790727711;-2.608292565338023;1.921526068628849;1
2;-0.3202539111007597;1.2052251370263953;0.4453125731175979;0.07348232110312214;-0.9352296281814809;b;1.3746958615591223;-2.7375342955668476;-0.02732201705123491;-1.7501806500810162;n;1.2326121364149412;4.766073455920652;-0.7399478775421622;0.8948639109137839;-0.0354130528745801;0.29797743856324355;-2.7375342955668476;0.4453125731175979;2
2;0.0003241109675886644;0.8308944907522846;0.06550578528167005;0.9873899384653495;1.10693961126698;c;-0.972524438858157;-1.3503600363028392;-1.9995100910223216;-0.5996486214883109;y;-0.3134295747769424;1.1906123582939045;0.9095281712074571;-0.8171095505536785;-0.5616728129560923;-0.3436020666571096;-1.3503600363028392;0.06550578528167005;3
2;-1.097563834082945;-0.20287863323001215;0.5488932253689889;1.1440839486451364;1.318634835897912;d;0.006862489255175009;-0.5873755604178528;0.7278051255391197;-1.3670607801003332;y;-1.052679252950929;1.5444360157913912;-1.4657533231881306;0.2632568532278692;-1.3988410225445962;-0.31292498363906873;-0.5873755604178528;0.5488932253689889;0
1;2.617494142176844;1.207169153050667;-2.1725641894697088;-0.20286405534203944;0.6737101243100099;d;-0.346537642226287;0.6056620874297951;0.9554016025619888;2.4606448182593477;y;2.0944178460233283;-3.2159812626062108;1.0863035790417694;0.8801317966056673;-0.09522807933936317;-0.8188398535940414;0.6056620874297951;-2.1725641894697088;0
2;-3.195558290533862;-3.1702316283972753;1.983148740314184;-1.38341386927248;-0.26990266582115924;c;3.3261262537607394;1.3155771409624633;NaN;-2.966061675716051;n;-1.016445204822978;3.5297742518626536;-0.355046741878619;-0.796367266758666;-0.4703221033749491;2.4045548712537355;1.3155771409624633;1.983148740314184;2
3;-0.7060591658919619;-3.368917252376606;0.2345107165194833;-1.7609983395903188;0.4549700197451919;b;-0.11059711510727203;2.150592697460718;-0.7117655389392156;-1.4417148868048666;n;-0.9319786879192408;-0.33638690024222173;0.39131059764892434;-0.7554454006778116;-0.03911397671860529;-0.22219788754094036;2.150592697460718;0.2345107165194833;2
4;-0.18262611222760516;1.019786961241795;0.5599214602645405;-1.5410189707578257;-0.004618196700162189;c;-2.1093342908954225;0.6246571064702517;-0.669731862425244;1.9698637660299334;n;1.911290193985274;-0.3068963154834513;1.4342621215251703;-0.0647222821325711;0.6338713093705263;-0.6378368665101152;0.6246571064702517;0.5599214602645405;1
2;-0.7650817750523462;0.1630254109738063;1.3542184202301535;-1.6537648163578242;-1.4636706377861715;d;-0.17666692100670703;0.19323107557677122;-1.35077820864016;0.7462100135440745;n;0.4075802410882132;0.5355530696448809;-1.2466365613273165;-0.29270105534213164;0.025773052412351612;-0.06538722325844136;0.19323107557677122;1.3542184202301535;1
3;0.3934651661505355;NaN;0.9285883800451133;0.3017839385088714;0.16680800860531503;b;0.40291112394845235;-1.8486463845309602;-0.2795082970683719;2.654740466252475;y;0.8583538910030772;-0.3294785990376716;-0.92625534282215;-0.19821955717464726;0.8045155468462635;0.44668785527241495;-1.8486463845309602;0.9285883800451133;1
2;-0.7384126372147584;-1.7153434168977915;0.15324676643653642;-0.6616336162275325;0.6639447050048497;d;0.21360362275409747;-0.2533566165577291;-0.5040886108299191;-2.523524309695919;n;0.07097379699947604;3.0022883450573494;-0.310214861668674;-0.8526326440324984;-0.1373822774895655;0.9256973935440347;-0.2533566165577291;0.15324676643653642;2
3;-0.34303665201938327;-1.2535255594921948;-0.4103716869620543;-0.511453305609014;0.16172159193169702;c;-0.1409768899073002;1.651719293251749;-0.676770972945406;NaN;n;0.5592632001004476;-0.5918962449696035;0.5921609102647026;0.6639101839301654;0.1525579555798471;-0.561359959486146;1.651719293251749;-0.4103716869620543;0
1;-0.664449589029088;3.762489293444623;2.456479977445374;-2.404434839819601;-1.0588359782692776;c;-0.2503818712721401;-2.427471419022017;0.958591616111962;2.3855298545304713;n;2.8797321281622725;3.204913062706447;-0.5612593352764583;0.21198433493207125;0.42828003069055953;1.1579717401482668;-2.427471419022017;2.456479977445374;1
2;-0.5450317294250351;1.252526354245343;1.375531524372491;1.5730220395031993;0.2807748831456497;d;0.9912183200070677;-2.7712673599591366;-0.20478951035106052;-1.1987157735575824;y;-2.4931468851229783;1.753686546787597;-0.2202168878500292;1.6782197644660346;1.5721855790270014;0.5340540408153048;-2.7712673599591366;1.375531524372491;3
3;0.3464417765840273;-3.050037031684788;-1.231078197578909;-1.2276713529324492;0.1235700986168265;e;-0.5555155615086571;2.738158843146558;-0.7898502363842074;-0.6918923607444858;n;0.23122342866022605;-1.6580179493893006;0.46518900233141663;-0.2955623677068872;-1.0583167205306987;-2.5106130502641344;2.738158843146558;-1.231078197578909;1
2;0.3589855705209063;-0.2945874283159897;-1.1636204058601414;0.5880680657451276;-0.8708152754073962;e;-1.378739989346014;0.5291366009043887;0.2282117287094554;-0.2952707445743916;n;0.9269310358907141;-0.03852669975102667;0.3972173641969306;-1.284346277077519;0.16024175819895814;-0.5165763100553823;0.5291366009043887;-1.1636204058601414;3
3;-0.5398198777603104;2.5375524442297386;2.501196113034573;0.9935366753438377;-0.3546475507300375;d;0.01498404775484106;-2.5916291092794976;-1.0910628217127074;1.1563534308068688;y;-3.1126021374920185;-0.5240846064908479;1.3539360589680645;0.8689293231023671;0.9574297528893675;1.3391730576485077;-2.5916291092794976;2.501196113034573;1
2;-0.48566081712967285;-0.09359417188145933;0.12368189633868291;0.7244687309448018;0.08712221880404625;d;-0.942867221655606;-1.1988381593734814;-1.4362343886256446;-1.7359688664134287;n;-0.2635765328739357;2.4505588053686;-0.6405741421556408;-0.10228792405339852;-1.9944155351074047;0.2251902141957691;-1.1988381593734814;0.12368189633868291;2
2;-0.6415467084668128;-0.6752413902103422;-1.1292815370283937;1.6110747466711914;0.45465496914116654;f;-0.058764061100570045;-0.2567761856675861;-1.4545995932786793;-2.375454272431968;n;0.9417042216568945;NaN;-1.0158282878119977;-2.308831439841913;1.8040996824576663;-0.21113377211306503;-0.2567761856675861;-1.1292815370283937;0
3;0.3976973646588792;-0.7491454982935952;-0.6691388204330847;0.7950195776457362;-0.5897742002437683;d;-0.2790598876245964;0.1473284960711061;1.6773376681958325;-0.752175208811246;y;-0.9312664340032832;-0.6675530196467918;0.40882027607314425;-0.04205848890681514;-1.169425117099345;-0.591363282295852;0.1473284960711061;-0.6691388204330847;3
4;-0.3927420577740337;0.6548099628299981;0.05746650789951755;0.11012874262122896;-0.2914692399314584;b;0.4813665848115655;0.12407756173727447;1.479643918049098;0.49647668555421176;n;0.9955064376271248;0.47493186208001026;0.27280176896655695;0.11090441598315462;1.2926368807672965;-0.5733445716763919;0.12407756173727447;0.05746650789951755;3
3;-1.3612506574530006;-0.27013895765420937;0.6300748174491609;0.8617492928207648;-1.5059131619840291;e;0.897131326099882;-0.24643105185976522;-1.0290014836147143;-1.226506882923983;n;-0.5806168032352856;1.743042501408203;-1.1216475113388125;0.05979000885339224;0.7000376950985228;0.8988457462730503;-0.24643105185976522;0.6300748174491609;3
3;-2.04072911745324;2.614654273469451;0.48147192429692437;2.919347156455319;1.4078705646568024;c;0.777965842920443;-1.8786555568834682;0.8154016896496833;-0.8294294243273291;n;1.4354987297358663;4.2789291592241625;0.8919475611195736;0.15716432276377773;0.8400947258896307;-2.289629900023926;-1.8786555568834682;0.48147192429692437;0
3;-0.7843367930030941;-1.6793040423702257;-0.3263050472634428;-0.5657480899602896;-1.9709087100983866;c;-0.3524916478690668;0.17425122957401118;-0.026269419735683478;-2.4261299025285243;n;1.0754864204252648;3.2462197218835103;-0.26180037147060337;-0.4867060796563927;-1.7994375805365466;-0.27587930512906483;0.17425122957401118;-0.3263050472634428;2
2;-1.0508049919639777;-0.768564647446862;2.0085046504125383;-1.7559302932862142;0.06345635475795051;c;-1.3338986425297956;-0.7741577452752415;-0.7435801588174864;-0.9951008986929677;n;-1.2237655912527867;1.8998872346381133;-1.1835455900596128;-0.06812939098262352;0.42265959681399595;1.0658255261272764;-0.7741577452752415;2.0085046504125383;1
3;-1.8899689259310584;NaN;2.7102015905836896;-1.426043657091273;-1.1880747317142557;d;-0.08139904459441547;-0.550084279406197;1.4091531492490608;0.1974486943293784;n;-0.8358966380480375;1.6728718831845262;NaN;0.6271069073299866;-0.3576079671302083;0.10210873955779301;-0.550084279406197;2.7102015905836896;1
4;-0.8376796899997474;1.634432343110384;0.11057725178612429;1.5770187093662418;-0.7700992914247108;NaN;-0.14574762887986387;-0.978340936736821;-1.1001013640333879;-0.07197267601849722;n;0.9024072527488627;1.847207098780322;0.18214628501461297;0.2614172284424189;1.3722576613395594;1.2959518801366492;-0.978340936736821;0.11057725178612429;0
4;-0.4893472909450322;1.4063621122371666;1.0157430014729387;-0.0699039981469064;0.458563466661932;c;-1.7129600981553668;-0.7578429071290561;-0.392127677522211;0.9315572253378324;y;0.115682928411174;0.42371054863307817;-2.813645819191009;-0.6823482423570807;-0.07211367218768869;0.8012744273040664;-0.7578429071290561;1.0157430014729387;3
3;0.5331047892258569;-1.0523538141479283;0.453174889066267;0.03501329187144753;-1.0011584469470838;e;-0.845439473205237;-1.4892891709794538;0.15880046309278625;-1.8822966846782414;y;-2.6930149953367106;0.49155788622570895;0.038365630308515704;-0.5118008308451713;-2.723353791196296;-0.22678735460971514;-1.4892891709794538;0.453174889066267;2
2;-1.955401232458229;-1.6594976892962978;-0.6868184871693728;0.11735332903489071;0.8939707285816667;b;1.541757946647189;2.404281193897238;0.20292839752063074;-1.232824612233873;n;2.447046277526349;2.1673424866084883;-1.6312964716485747;-0.29980865157831116;-0.5232837700834313;-2.227890692514597;2.404281193897238;-0.6868184871693728;1
3;0.4777616724650766;-0.5406595885800027;0.44443540368367;-0.7823791824280073;-1.0470401551588497;b;-2.2688446599057865;-0.5198173551541136;-0.17242125074582135;-0.3630009765765134;y;-1.2112901081296505;-0.30913493884523885;0.2504194166559075;-0.9728335641174723;-1.5587160481117828;0.15301915886485937;-0.5198173551541136;0.44443540368367;2
2;-0.9038179458062812;1.2468155504033573;0.057830140816512735;1.5653672825022888;0.7059876882606005;c;0.18443305257740114;0.028909392881099172;-0.4171765358901881;0.5544529615168374;y;0.5284857163777696;0.31225279114795934;-0.09093048450993009;-1.3690141622445506;-0.22973044177720278;-1.414438566581055;0.028909392881099172;0.057830140816512735;3
3;-0.7499531062847037;1.090041997962134;2.1685778615735307;-0.09893145261980796;-1.2166919844036992;d;0.43163328094940323;-1.2332840136877619;-0.8330555288593863;0.7579568979583808;y;-2.3123770574466267;-0.4193069231164887;0.572735236062632;0.47913894950701985;1.136407102706443;1.1719062920249381;-1.2332840136877619;2.1685778615735307;1
2;-1.5748895299219852;0.4091188281565885;1.371750828356006;1.127342617358559;-0.03445436950061784;NaN;0.18870546604257626;-1.5152675026296545;0.41438136382941115;-1.5561690430517776;n;-1.335020956054602;2.7015041883976774;1.0084992394628856;1.3406359938220176;-0.7302406307759025;2.1851111990566605;-1.5152675026296545;1.371750828356006;3
2;-1.425881601443173;-2.511028994232199;-0.3881780096341816;0.22573506970598345;0.6232727536076279;d;-0.29510843001760106;2.5451312484424644;0.9038798891320736;-1.2362586177316781;n;-0.15133825324488126;-0.14422210168859612;1.8445774701874313;-0.292927086085061;0.19078358208174204;-0.38658631447735126;2.5451312484424644;-0.3881780096341816;2
3;-2.0571502310617307;2.9106303045689095;2.1318885214112275;-0.641864096231172;-1.2843302919509958;e;0.14577071704566313;-1.4585471398917056;1.3987159946420527;1.1608330989154876;n;2.5220430855761373;3.8884368518319965;0.525392535084355;0.10509857421942158;NaN;0.38602485890661575;-1.4585471398917056;2.1318885214112275;0
2;-1.7737784757736779;4.182876434657802;-0.2643404692830247;3.374670675366442;0.062226127972486556;d;-0.7913631223439205;-1.289163819707128;1.196787477312906;1.0472769236156365;n;3.570172809782635;3.402028491445002;0.28590540905786876;0.3058503300418762;1.667068211824675;-0.8640880852264737;-1.289163819707128;-0.2643404692830247;0
2;-0.0835633390992564;-0.9019291031094563;0.7683242947718202;-1.8413097778227971;0.14100683756297647;c;0.9216998157435677;0.3045039948527257;1.494243338138141;-0.06041091424876677;n;-0.19483047416459665;0.1358814546018353;0.06710614318592888;0.4620690949838784;0.6467092765828591;-1.2049448078967968;0.3045039948527257;0.7683242947718202;1
2;0.39911537143344167;0.7373545679670802;-0.24131108116088104;0.5264807071578843;-0.509166387743793;c;-0.3401234555369625;-1.412644807151231;2.165239123922981;-0.6583924173146778;n;0.2750068165865164;1.4439164064299537;0.9430184392205103;0.15850891289992738;2.3787242466660476;-0.1439664970432204;-1.412644807151231;-0.24131108116088104;2
2;1.0593259708833753;-2.002023859266347;-0.325236775576673;-0.7817077089368472;0.9373692539810958;c;1.9047697753888082;-0.41460953463111594;-0.4285967603810726;-1.8000907558892636;y;-1.8656806310190583;-0.20311319284485005;-0.13818939440097275;0.8686263844557803;0.7828409575885943;0.17779324558615306;-0.41460953463111594;-0.325236775576673;2
2;-2.2196113353973983;-1.9393263455701915;1.0162142711584043;-0.15392390777349751;-0.3480867184601683;e;1.540718454733457;1.3798044621759926;1.5589974379884846;-1.5550630662228806;n;-0.7744214506474772;1.437804610472816;-0.08073377562478563;-0.1477803359943829;-0.168050420142009;-0.37861979343155644;1.3798044621759926;1.0162142711584043;2
1;-0.671123226621611;-3.376381380035658;-1.0249983988572196;-0.5765000453892815;0.184509834598539;d;0.8208258024041323;3.645012329385824;1.8256368538740253;-0.7335650271530357;n;0.029117668522101958;-1.8138086968850728;-0.013630646299578122;-1.199606776710426;0.6077318308936771;-0.07622394028216159;3.645012329385824;-1.0249983988572196;1
3;2.6488671986135204;-1.2067519424899174;-2.5804602143511475;0.756390088783996;0.3659374335453194;d;-1.2696732614517117;0.24643023366052774;-0.646297862496597;-0.6291269232103736;y;-0.6130400490937447;-2.53249831079168;-0.2934595537660478;-1.2247001297677664;-0.5693923075050353;-0.34131082038411453;0.24643023366052774;-2.5804602143511475;3
3;0.4969310761338219;-0.6438663723890314;-3.0471079602173714;1.4262248165928582;-0.714721486322912;c;0.46279360568931943;1.225165216909727;0.2055648815712036;-1.208671489717805;n;3.4723677574679046;1.4681405207586955;0.9496779763201451;-0.799411272058354;0.3390124408004797;NaN;1.225165216909727;-3.0471079602173714;0
3;-2.0559553176937406;-1.8676382877944064;2.169647331470791;-3.2938321598992903;1.0414883577580094;b;-0.6068011516679619;0.8633546171065705;1.7947165740174085;-1.0483637635940521;n;0.6084592110368396;2.9528004257394516;0.7356148911596485;-0.15714464281456036;-0.3605866444693942;1.1511540879632616;0.8633546171065705;2.169647331470791;1
3;-0.7531726450674346;-1.4132089143749478;1.1845637551634678;-2.2964287578914035;0.3178711593341703;d;-2.19747060945458;1.3927977891338217;-0.2311342196674567;0.36740319061992377;n;-0.2249443302786659;-0.47681369385457734;-0.7219166821407719;0.918659255861846;-0.3114907474644793;-0.2127085007173457;1.3927977891338217;1.1845637551634678;2
2;-1.4357837435343843;1.8856037962468357;2.5464244054411482;-1.7387424345660842;0.805694976543307;b;-0.35523119868275005;-0.8674178460986935;-1.0247310882892968;1.6388100613740995;n;0.8174989606289462;1.5990156207918684;-0.33244901110965147;-0.934795454481228;2.3082854084561277;0.7171125767525398;-0.8674178460986935;2.5464244054411482;0
